"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Robust Model Predictive Control of Nonlinear Systems With Unmodeled Dynamics and Bounded Uncertainties Based on Neural Networks","Z. Yan; J. Wang","Department of Mechanical and Automation Engineering, The Chinese University of Hong Kong, Hong Kong; Department of Mechanical and Automation Engineering, The Chinese University of Hong Kong, Hong Kong","IEEE Transactions on Neural Networks and Learning Systems","20 May 2017","2014","25","3","457","469","This paper presents a neural network approach to robust model predictive control (MPC) for constrained discrete-time nonlinear systems with unmodeled dynamics affected by bounded uncertainties. The exact nonlinear model of underlying process is not precisely known, but a partially known nominal model is available. This partially known nonlinear model is first decomposed to an affine term plus an unknown high-order term via Jacobian linearization. The linearization residue combined with unmodeled dynamics is then modeled using an extreme learning machine via supervised learning. The minimax methodology is exploited to deal with bounded uncertainties. The minimax optimization problem is reformulated as a convex minimization problem and is iteratively solved by a two-layer recurrent neural network. The proposed neurodynamic approach to nonlinear MPC improves the computational efficiency and sheds a light for real-time implementability of MPC technology. Simulation results are provided to substantiate the effectiveness and characteristics of the proposed approach.","2162-2388","","10.1109/TNNLS.2013.2275948","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6582522","Extreme learning machine (ELM);real-time optimization;recurrent neural networks (RNNs);robust model predictive control (MPC);unmodeled dynamics","Optimization;Vectors;Artificial neural networks;Robustness;Uncertainty;Nonlinear systems","discrete time systems;Jacobian matrices;learning (artificial intelligence);minimax techniques;neurocontrollers;nonlinear control systems;predictive control;recurrent neural nets;robust control;uncertain systems","robust model predictive control;nonlinear system;unmodeled dynamics;bounded uncertainty;MPC;constrained discrete-time system;Jacobian linearization;extreme learning machine;supervised learning;minimax optimization problem;convex minimization problem;two-layer recurrent neural network;neurodynamic approach","Algorithms;Artificial Intelligence;Computer Simulation;Humans;Models, Neurological;Neural Networks (Computer);Nonlinear Dynamics;Time Factors;Uncertainty","103","","62","IEEE","16 Aug 2013","","","IEEE","IEEE Journals"
"Pattern Classification by Evolutionary RBF Networks Ensemble Based on Multi-objective Optimization","N. Kondo; T. Hatanaka; K. Uosaki","Department of Information and Physical Sciences, Graduate School of Information Science and Technology, Osaka University, Suita, 565-0871, Japan. phone: +81-6-6879-7834; fax: +81-6-6879-7836; email: nobuhiko@ist.osaka-u.ac.jp; Osaka Univ., Suita; Osaka Univ., Suita","The 2006 IEEE International Joint Conference on Neural Network Proceedings","30 Oct 2006","2006","","","2919","2925","In this paper, evolutionary multi-objective selection method of RBF networks structure and its application to the ensemble learning is considered. The candidates of RBF network structure are encoded into the chromosomes in GAs. Then, they evolve toward Pareto-optimal front defined by several objective functions concerning with model accuracy, model complexity and model smoothness. RBF network ensemble is constructed of the obtained Pareto-optimal models since such models are diverse. This method is applied to the pattern classification problem. Experiments on the benchmark problem demonstrate that the proposed method has comparable generalization ability to conventional ensemble methods.","2161-4407","0-7803-9490-9","10.1109/IJCNN.2006.247224","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1716494","","Pattern classification;Radial basis function networks;Neurons;Neural networks;Optimization methods;Multilayer perceptrons;Artificial neural networks;Learning systems;Machine learning;Evolutionary computation","evolutionary computation;pattern classification;radial basis function networks","pattern classification;evolutionary RBF networks ensemble;multi-objective optimization;ensemble learning;radial basis function","","3","","23","","30 Oct 2006","","","IEEE","IEEE Conferences"
"Deconstructing Generative Adversarial Networks","B. Zhu; J. Jiao; D. Tse","Department of Electrical Engineering and Computer Sciences, University of California at Berkeley, Berkeley, CA, USA; Department of Electrical Engineering and Computer Sciences, University of California at Berkeley, Berkeley, CA, USA; Department of Electrical Engineering, Stanford University, Stanford, CA, USA","IEEE Transactions on Information Theory","21 Oct 2020","2020","66","11","7155","7179","Generative Adversarial Networks (GANs) are a thriving unsupervised machine learning technique that has led to significant advances in various fields such as computer vision, natural language processing, among others. However, GANs are known to be difficult to train and usually suffer from mode collapse and the discriminator winning problem. To interpret the empirical observations of GANs and design better ones, we deconstruct the study of GANs into three components and make the following contributions. Formulation: we propose a perturbation view of the population target of GANs. Building on this interpretation, we show that GANs can be connected to the robust statistics framework, and propose a novel GAN architecture, termed as Cascade GANs, to provably recover meaningful low-dimensional generator approximations when the real distribution is high-dimensional and corrupted by outliers. Generalization: given a population target of GANs, we design a systematic principle, projection under admissible distance, to design GANs to meet the population requirement using only finite samples. We implement our principle in three cases to achieve polynomial and sometimes near-optimal sample complexities: (1) learning an arbitrary generator under an arbitrary pseudonorm; (2) learning a Gaussian location family under total variation distance, where we utilize our principle to provide a new proof for the near-optimality of the Tukey median viewed as GANs; (3) learning a low-dimensional Gaussian approximation of a high-dimensional arbitrary distribution under Wasserstein distance. We demonstrate a fundamental trade-off in the approximation error and statistical error in GANs, and demonstrate how to apply our principle in practice with only empirical samples to predict how many samples would be sufficient for GANs in order not to suffer from the discriminator winning problem. Optimization: we demonstrate alternating gradient descent is provably not locally asymptotically stable in optimizing the GAN formulation of PCA. We found that the minimax duality gap being non-zero might be one of the causes, and propose a new GAN architecture whose duality gap is zero, where the value of the game is equal to the previous minimax value (not the maximin value). We prove the new GAN architecture is globally asymptotically stable in solving PCA under alternating gradient descent.","1557-9654","","10.1109/TIT.2020.2983698","NSF(grant numbers:CIF-1909499); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9049093","Generative Adversarial Networks (GANs);wasserstein distance;optimal transport;generalization error;information-theoretic limit;robust statistics","Gallium nitride;Generators;Perturbation methods;Generative adversarial networks;TV;Sociology;Statistics","approximation theory;duality (mathematics);Gaussian processes;gradient methods;learning (artificial intelligence);minimax techniques;neural nets;polynomials;principal component analysis","generative adversarial networks;GAN formulation;cascade GAN;minimax duality","","3","","66","IEEE","27 Mar 2020","","","IEEE","IEEE Journals"
"Large margin HMMs for speech recognition","Xinwei Li; Hui Jiang; Chaojun Liu","Dept. of Comput. Sci. & Eng., York Univ., Toronto, Ont., Canada; Dept. of Comput. Sci. & Eng., York Univ., Toronto, Ont., Canada; Dept. of Comput. Sci. & Eng., York Univ., Toronto, Ont., Canada","Proceedings. (ICASSP '05). IEEE International Conference on Acoustics, Speech, and Signal Processing, 2005.","9 May 2005","2005","5","","v/513","v/516 Vol. 5","Motivated by large margin classifiers in machine learning, we propose a novel method to estimate a continuous density hidden Markov model (CDHMM) in speech recognition according to the principle of maximizing the minimum multi-class separation margin. The approach is named large margin HMM. First, we show that this type of large margin HMM estimation problem can be formulated as a standard constrained minimax optimization problem. Second, we propose an iterative localized optimization approach to perform the minimax optimization for one model at a time to guarantee that the optimal value of the objective function always exists in the course of model parameter optimization. Then, we show that during each step the optimization can be solved by the GPD (generalized probabilistic descent) algorithm if we approximate the objective function by a differentiable function, such as summation of exponential functions. The large margin HMM-based classifiers are evaluated in a speaker-independent E-set speech recognition task using the OGI ISOLET database. Experimental results show that the large margin HMMs can achieve significant word error rate (WER) reduction over conventional HMM training methods, such as maximum likelihood estimation (MLE) and minimum classification error (MCE) training.","2379-190X","0-7803-8874-7","10.1109/ICASSP.2005.1416353","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1416353","","Hidden Markov models;Speech recognition;Maximum likelihood estimation;Machine learning;Minimax techniques;Databases;Error analysis;Pattern classification;Boosting;Support vector machines","learning (artificial intelligence);minimax techniques;hidden Markov models;speech recognition;iterative methods;approximation theory;functions;error statistics;parameter estimation","large margin HMM estimation;speech recognition;large margin classifiers;continuous density hidden Markov model;minimum multi-class separation margin maximization;constrained minimax optimization;iterative localized optimization approach;objective function;model parameter optimization;generalized probabilistic descent algorithm;differentiable function;exponential functions;word error rate;HMM training methods;maximum likelihood estimation;minimum classification error","","10","2","11","","9 May 2005","","","IEEE","IEEE Conferences"
"Sharp Characterization of Optimal Minibatch Size for Stochastic Finite Sum Convex Optimization","A. Nitanda; T. Murata; T. Suzuki",The University of Tokyo / RIKEN AIP; NTT DATA Mathematical Systems Inc.; The University of Tokyo / RIKEN AIP,"2019 IEEE International Conference on Data Mining (ICDM)","30 Jan 2020","2019","","","488","497","The minibatching technique has been extensively adopted to facilitate stochastic first-order methods because of their computational efficiency in parallel computing for large-scale machine learning and data mining. However, the optimal minibatch size determination for accelerated stochastic gradient methods is not completely understood. Actually, there appears trade-off between the iteration complexity and the total computational complexity; that is, the number of iterations (minibatch queries) can be decreased by increasing the minibatch size, but too large minibatch size would result in an unnecessarily large total computational cost. In this study, we give a sharp characterization of the minimax optimal minibatch size to achieve the optimal iteration complexity by providing a reachable lower bound for minimizing finite sum of convex functions and, surprisingly, show that the optimal method with the minimax optimal minibatch size can achieve both of the optimal iteration complexity and the optimal total computational complexity simultaneously. Finally, this feature is verified experimentally.","2374-8486","978-1-7281-4604-1","10.1109/ICDM.2019.00059","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8970843","finite-sum problem, optimal minibatch method","","computational complexity;convex programming;data mining;gradient methods;iterative methods;learning (artificial intelligence);minimax techniques;stochastic processes","minimax optimal minibatch size;optimal iteration complexity;finite sum minimization;optimal total computational complexity;stochastic finite sum convex optimization;minibatching technique;stochastic first-order methods;parallel computing;machine learning;data mining","","","","22","","30 Jan 2020","","","IEEE","IEEE Conferences"
"Surrogate-based Multi-Objective Particle Swarm Optimization","L. V. Santana-Quintero; C. A. Coello Coello; A. G. Hernandez-Diaz; J. M. O. Velazquez","CINVESTAV-IPN, Computer Science Department, Mexico City, MEXICO; CINVESTAV-IPN, Computer Science Department, Mexico City, MEXICO; Pablo de Olavide University, Department of Quantitative Methods, Seville, SPAIN; Instituto Tecnológico de Culiacán, Systems and Informatics Department, Sinaloa, MEXICO","2008 IEEE Swarm Intelligence Symposium","7 Nov 2008","2008","","","1","8","This paper presents a new algorithm that approximates real function evaluations using supervised learning with a surrogate method called support vector machine (SVM). We perform a comparative study among different leader selection schemes in a Multi-Objective Particle Swarm Optimizer (MOPSO), in order to determine the most appropriate approach to be adopted for solving the sort of problems of our interest. The resulting hybrid presents a poor spread of solutions, which motivates the introduction of a second phase to our algorithm, in which an approach called rough sets is adopted in order to improve the spread of solutions along the Pareto front. Rough sets are used as a local search engine, which is able to generate solutions in the neighborhood of the nondominated solutions previously generated by the surrogate-based algorithm. The resulting approach is able to generate reasonably good approximations of the Pareto front of problems of up to 30 decision variables with only 2,000 fitness function evaluations. Our results are compared with respect to the NSGA-II, which is a multi-objective evolutionary algorithm representative of the state-of-the-art in the area.","","978-1-4244-2704-8","10.1109/SIS.2008.4668300","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4668300","Multi-objective optimization;surrogates;support vector machines;PSO;rough sets;hybrid algorithms","Particle swarm optimization;Support vector machines;Rough sets;Evolutionary computation;Supervised learning;Computational efficiency;Machine learning algorithms;USA Councils;Search engines;Pareto optimization","evolutionary computation;learning (artificial intelligence);Pareto optimisation;particle swarm optimisation;rough set theory;support vector machines","multiobjective particle swarm optimization;supervised learning;support vector machine;rough set;Pareto front;local search engine;surrogate-based algorithm;NSGA-II;multiobjective evolutionary algorithm","","5","","21","","7 Nov 2008","","","IEEE","IEEE Conferences"
"Applying one-class learning algorithms to predict phage-bacteria interactions","J. F. López; J. A. L. Sotelo; D. Leite; C. Peña-Reyes","Universidad Autónoma de Occidente,Department of Electrical and Automation,Cali,Colombia; Universidad Autónoma de Occidente,Department of Electrical and Automation,Cali,Colombia; School of Bussiness and Engineering Vaud (HEIG-VD),Computational Intelligence for Computational Biology,Yverdon-les-Bains,Switzerland; School of Bussiness and Engineering Vaud (HEIG-VD),Computational Intelligence for Computational Biology,Yverdon-les-Bains,Switzerland","2019 IEEE Latin American Conference on Computational Intelligence (LA-CCI)","19 Mar 2020","2019","","","1","6","The need to predict phage-bacteria interactions is a nowadays concern to overcome bacterial resistance issue; public genome databases contain highly imbalanced datasets which have hindered this task. Throughout this paper we will investigate, implement and evaluate One-Class Learning algorithms in order to predict phage-bacteria interactions using only positive samples. We will use the programming language Python aided by Scikit-Learn, Tensorflow and keras to develop the machine learning models and test them with real phage-bacteria interactions datasets. We trained the models using cross validation technique generating a gridsearch with all the datasets to find several combinations of hyperparameters available. Furthermore, we optimized those hyperparameters by using Pareto fronts based on seven different performance metrics, improving the efficiency of each algorithm for a given dataset. To refine each algorithm's performance separately we used the ensemble learning technique with an odd number of algorithms by simple voting. Finally, we managed to achieve an overall performance of 80% in predicting phage-bacteria interactions trained only with positive classes, this percentage in practice means that when a patient has an infection resistant to antibiotics, we have 80% of saving the life rather than maybe a 0% while finding the correct phage for the pathogenic host.","","978-1-7281-5666-8","10.1109/LA-CCI47412.2019.9037032","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9037032","phage-bacteria interaction;One-Class Learning;optimization;imbalanced datasets","Microorganisms;Databases;Proteins;Prediction algorithms;Machine learning algorithms;Medical treatment;Feature extraction","biology computing;genomics;learning (artificial intelligence);microorganisms;pattern classification","one-class learning algorithms;machine learning models;phage-bacteria interactions datasets;ensemble learning technique;Python programming language;Scikit-Learn;Tensorflow;keras","","1","","17","","19 Mar 2020","","","IEEE","IEEE Conferences"
"Supervised tensor learning","Dacheng Tao; Xuelong Li; Weiming Hu; S. Maybank; Xindong Wu","Sch. of Comput. Sci. & Inf. Syst., Birkbeck Coll., London Univ., UK; Sch. of Comput. Sci. & Inf. Syst., Birkbeck Coll., London Univ., UK; NA; NA; NA","Fifth IEEE International Conference on Data Mining (ICDM'05)","3 Jan 2006","2005","","","8 pp.","","This paper aims to take general tensors as inputs for supervised learning. A supervised tensor learning (STL) framework is established for convex optimization based learning techniques such as support vector machines (SVM) and minimax probability machines (MPM). Within the STL framework, many conventional learning machines can be generalized to take n/sup th/-order tensors as inputs. We also study the applications of tensors to learning machine design and feature extraction by linear discriminant analysis (LDA). Our method for tensor based feature extraction is named the tenor rank-one discriminant analysis (TR1DA). These generalized algorithms have several advantages: 1) reduce the curse of dimension problem in machine learning and data mining; 2) avoid the failure to converge; and 3) achieve better separation between the different categories of samples. As an example, we generalize MPM to its STL version, which is named the tensor MPM (TMPM). TMPM learns a series of tensor projections iteratively. It is then evaluated against the original MPM. Our experiments on a binary classification problem show that TMPM significantly outperforms the original MPM.","2374-8486","0-7695-2278-5","10.1109/ICDM.2005.139","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1565711","","Tensile stress;Machine learning;Support vector machines;Supervised learning;Data mining;Support vector machine classification;Computer science;Minimax techniques;Feature extraction;Linear discriminant analysis","tensors;learning (artificial intelligence);data mining;minimax techniques;support vector machines;statistical analysis","supervised tensor learning;supervised learning;convex optimization;support vector machines;minimax probability machines;learning machine design;feature extraction;linear discriminant analysis;tenor rank-one discriminant analysis;machine learning;data mining","","4","1","19","","3 Jan 2006","","","IEEE","IEEE Conferences"
"Adaptive critic design in learning to play game of Go","R. Zaman; D. Prokhorov; D. C. Wunsch","Dept. of Electr. Eng., Texas Tech. Univ., Lubbock, TX, USA; NA; NA","Proceedings of International Conference on Neural Networks (ICNN'97)","6 Aug 2002","1997","1","","1","4 vol.1","This paper examines the performance of an HDP-type adaptive critic design (ACD) of the game Go. The game Go is an ideal problem domain for exploring machine learning; it has simple rules but requires complex strategies to play well. All current commercial Go programs are knowledge based implementations; they utilize input feature and pattern matching along with minimax type search techniques. But the extremely high branching factor puts a limit on their capabilities, and they are very weak compared to the relative strengths of other game programs like chess. In this paper, the Go-playing ACD consists of a critic network and an action network. The HDP type critic network learns to predict the cumulative utility function of the current board position from training games, and, the action network chooses a next move which maximizes critics next step cost-to-go. After about 6000 different training games against a public domain program, WALLY, the network (playing WHITE) began to win in some of the games and showed slow but steady improvements on test games.","","0-7803-4122-8","10.1109/ICNN.1997.611623","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=611623","","Machine learning;Minimax techniques;Computational intelligence;Laboratories;Pattern matching;Testing;Law;Legal factors;Humans;Prediction algorithms","learning (artificial intelligence);games of skill;neural net architecture","adaptive critic design;game of Go;learning;critic network;action network;cumulative utility function","","12","","9","","6 Aug 2002","","","IEEE","IEEE Conferences"
"Multi-objective cost-sensitive attribute reduction","B. Xu; H. Chen; W. Zhu; X. Zhu","College of IOT Engineering, Hohai University, Changzhou 213022, China; College of IOT Engineering, Hohai University, Changzhou 213022, China; College of IOT Engineering, Hohai University, Changzhou 213022, China; College of IOT Engineering, Hohai University, Changzhou 213022, China","2013 Joint IFSA World Congress and NAFIPS Annual Meeting (IFSA/NAFIPS)","26 Sep 2013","2013","","","1377","1381","Cost-sensitive learning is both hot and difficult in data mining and machine learning applications. Some research considers only one type of cost. Others convert two or more types of cost into the same unit, and then deal with a single-objective optimization problem. However, in many cases different types of cost cannot be converted. In this paper, we define and tackle multi-objective attribute reduct problem with multiple types of test cost. First, we compute all reducts of a decision system. Then, we separately calculate the money cost and time cost of these reducts and compare them according to the two kinds of test cost. Finally, the worse ones are removed. The remaining reducts form a Pareto optimal solution set. We tested our algorithm with three representative cost distributions on four UCI datasets. Experimental results indicate that a Pareto optimal solution set is usually very small compared with the size of all reducts. Hence our approach is effective in filtering out worse solutions and helping users in scheme selection.","","978-1-4799-0348-1","10.1109/IFSA-NAFIPS.2013.6608602","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6608602","Cost-sensitive learning;rough sets;attribute reduction;money cost;time cost","Pareto optimization;Rough sets;Entropy;Cognition;Approximation methods;Decision trees","data mining;learning (artificial intelligence);Pareto optimisation","multiobjective cost sensitive attribute reduction;cost sensitive learning;data mining;machine learning applications;single-objective optimization problem;decision system;Pareto optimal solution set;UCI datasets","","2","","21","","26 Sep 2013","","","IEEE","IEEE Conferences"
"A Design Flow for Mapping Spiking Neural Networks to Many-Core Neuromorphic Hardware","S. Song; M. L. Varshika; A. Das; N. Kandasamy","Drexel University,Electrical and Computer Engineering,Philadelphia,PA,USA; Drexel University,Electrical and Computer Engineering,Philadelphia,PA,USA; Drexel University,Electrical and Computer Engineering,Philadelphia,PA,USA; Drexel University,Electrical and Computer Engineering,Philadelphia,PA,USA","2021 IEEE/ACM International Conference On Computer Aided Design (ICCAD)","23 Dec 2021","2021","","","1","9","The design of many-core neuromorphic hardware is becoming increasingly complex as these systems are now expected to execute large machine-learning models. A predictable design flow is needed to guarantee real-time performance such as latency and throughput without significantly increasing the buffer requirement of computing cores. Synchronous Data Flow Graphs (SDFGs) have been previously used for predictable mapping of streaming applications to multiprocessor systems. We propose an SDFG-based design flow to map spiking neural networks (SNNs) to many-core neuromorphic hardware with the objective of exploring the tradeoff between throughput and buffer-size requirements. The proposed design flow integrates an iterative partitioning approach based on Kernighan-Lin graph partitioning heuristic to create SNN clusters such that each cluster can be mapped to a core of the hardware. The partitioning approach minimizes inter-cluster spike communication, which improves latency on the shared interconnect of the hardware. Next, the design flow maps clusters to cores using Particle Swarm Optimization (PSO), an evolutionary algorithm, while exploring the design space of throughput and buffer size. Pareto-optimal mappings are retained from the design flow, allowing system designers to select a Pareto mapping that satisfies throughput and buffer-size requirements of the design. We evaluated the developed design flow using five large-scale convolutional neural network (CNN) models. Results demonstrate 63% higher maximum throughput and 10% lower buffer-size requirement compared to state-of-the-art dataflow-based mapping solutions.","1558-2434","978-1-6654-4507-8","10.1109/ICCAD51958.2021.9643500","U.S. Department of Energy(grant numbers:DE-SC0022014); National Science Foundation(grant numbers:CNS-2008167,CCF-1937419); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9643500","neuromorphic computing;spiking neural network (SNN);design-space exploration (DSE);oxide-based resistive random access memory (OxRRAM);dataflow","Neuromorphics;Computational modeling;Neural networks;Machine learning;Throughput;Hardware;Space exploration","data flow graphs;evolutionary computation;graph theory;learning (artificial intelligence);multiprocessing systems;network topology;network-on-chip;neural nets;optimisation;Pareto optimisation;particle swarm optimisation","mapping spiking neural networks;many-core neuromorphic hardware;predictable design flow;buffer requirement;computing cores;Synchronous Data Flow Graphs;predictable mapping;SDFG-based design flow;buffer-size requirements;Kernighan-Lin graph partitioning;partitioning approach minimizes inter-cluster spike communication;design flow maps clusters;design space;Pareto-optimal mappings;system designers;Pareto mapping;developed design flow;large-scale convolutional neural network models;lower buffer-size requirement;state-of-the-art dataflow-based mapping solutions","","2","","65","IEEE","23 Dec 2021","","","IEEE","IEEE Conferences"
"Self-Configuring Ensemble of Neural Network Classifiers for Emotion Recognition in the Intelligent Human-Machine Interaction","E. Sopov; I. Ivanov","Dept. of Syst. Anal. & Oper. Res., Siberian State Aerosp. Univ., Krasnoyarsk, Russia; Dept. of Syst. Anal. & Oper. Res., Siberian State Aerosp. Univ., Krasnoyarsk, Russia","2015 IEEE Symposium Series on Computational Intelligence","11 Jan 2016","2015","","","1808","1815","Reducing the dimensionality of datasets and configuring learning algorithms for solving particular practical tasks are the main problems in machine learning. In this work we propose multi-objective optimization approach to feature selection and base learners hyper-parameter optimization. The effectiveness of the proposed multi-objective approach is compared to the single-objective approach. We have chosen emotion recognition problem by audio-visual data as a benchmark for comparing the two mentioned approaches. We have chosen neural network as a base learning algorithm for testing the proposed approach to parameter optimization. As a result of multi-objective optimization applied to parameter configuration we get the Pareto set of neural networks with optimal parameter values. In order to get the single output, the Pareto optimal neural networks were combined into an ensemble. We have examined several ensemble model fusion techniques including voting, average class probabilities and meta-classification. According to results, multi-objective optimization approach to feature selection provides an average 2.8% better emotion classification rate on the given datasets than single-objective approach. Multi-objective approach is 5.4% more effective compared to principal components analysis, and 13.9% more effective compared to not using any dimensionality reduction at all. Multi-objective approach applied to neural networks parameter optimization provided on average 7.1% better classification rate than single-objective approach. The results suggest that the proposed multi-objective optimization approach is more effective at solving considered emotion recognition problem.","","978-1-4799-7560-0","10.1109/SSCI.2015.252","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7376829","","Optimization;Neural networks;Emotion recognition;Sociology;Statistics;Algorithm design and analysis;Feature extraction","emotion recognition;feature selection;human computer interaction;learning (artificial intelligence);neural nets;Pareto optimisation;pattern classification","neural network parameter optimization;dimensionality reduction;principal components analysis;emotion classification rate;meta-classification;average class probability;voting;ensemble model fusion technique;Pareto optimal neural network;optimal parameter value;Pareto set;parameter configuration;base learning algorithm;audio-visual data;emotion recognition problem;hyper-parameter optimization;feature selection;multiobjective optimization approach;machine learning;intelligent human-machine interaction;neural network classifier;self-configuring ensemble","","","","19","","11 Jan 2016","","","IEEE","IEEE Conferences"
"Multi-Objective Model Selection via Racing","T. Zhang; M. Georgiopoulos; G. C. Anagnostopoulos","Department of Electrical Engineering and Computer Science, University of Central Florida, Orlando, FL, USA; Department of Electrical Engineering and Computer Science, University of Central Florida, Orlando, FL, USA; Department of Electrical and Computer Engineering, Florida Institute of Technology, Melbourne, FL, USA","IEEE Transactions on Cybernetics","20 May 2017","2016","46","8","1863","1876","Model selection is a core aspect in machine learning and is, occasionally, multi-objective in nature. For instance, hyper-parameter selection in a multi-task learning context is of multi-objective nature, since all the tasks' objectives must be optimized simultaneously. In this paper, a novel multi-objective racing algorithm (RA), namely S-Race, is put forward. Given an ensemble of models, our task is to reliably identify Pareto optimal models evaluated against multiple objectives, while minimizing the total computational cost. As a RA, S-Race attempts to eliminate non-promising models with confidence as early as possible, so as to concentrate computational resources on promising ones. Simultaneously, it addresses the problem of multi-objective model selection (MOMS) in the sense of Pareto optimality. In S-Race, the nonparametric sign test is utilized for pair-wise dominance relationship identification. Moreover, a discrete Holm's step-down procedure is adopted to control the family-wise error rate of the set of hypotheses made simultaneously. The significance level assigned to each family is adjusted adaptively during the race. In order to illustrate its merits, S-Race is applied on three MOMS problems: (1) selecting support vector machines for classification; (2) tuning the parameters of artificial bee colony algorithms for numerical optimization; and (3) constructing optimal hybrid recommendation systems for movie recommendation. The experimental results confirm that S-Race is an efficient and effective MOMS algorithm compared to a brute-force approach.","2168-2275","","10.1109/TCYB.2015.2456187","National Science Foundation (NSF)(grant numbers:1200566,0525429); NSF(grant numbers:0806931,0963146,1200566,1161228,1356233); NSF(grant numbers:1263011); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7192610","Discrete Holm’s step-down procedure;model selection;multi-objective optimization;racing algorithm (RA);sign test (ST)","Computational modeling;Method of moments;Pareto optimization;Algorithm design and analysis;Linear programming;Context","learning (artificial intelligence);minimisation;nonparametric statistics;Pareto optimisation;statistical testing","multiobjective model selection;machine learning;hyper-parameter selection;multitask learning;multiobjective racing algorithm;S-Race;Pareto optimal models;total computational cost minimization;RA;computational resources;MOMS;nonparametric sign test;pair-wise dominance relationship identification;discrete Holm step-down procedure;family-wise error rate control;support vector machines;parameter tuning;artificial bee colony algorithms;numerical optimization;optimal hybrid recommendation systems;movie recommendation","","6","","57","IEEE","12 Aug 2015","","","IEEE","IEEE Journals"
"Looking for Software Defects? First Find the Nonconformists","S. Moshtari; J. C. S. Santos; M. Mirakhorli; A. Okutan","Rochester Institute of Technology,Rochester,United States; Rochester Institute of Technology,Rochester,United States; Rochester Institute of Technology,Rochester,United States; Rochester Institute of Technology,Rochester,United States","2020 IEEE 20th International Working Conference on Source Code Analysis and Manipulation (SCAM)","11 Nov 2020","2020","","","75","86","Software defect prediction models play a key role to increase the quality and reliability of software systems. Because, they are used to identify defect prone source code components and assist testing activities during the development life cycle. Prior research used supervised and unsupervised Machine Learning models for software defect prediction. Supervised defect prediction models require labeled data, however it might be time consuming and expensive to obtain labeled data that has the desired quality and volume. The unsupervised defect prediction models usually use clustering techniques to relax the labeled data requirement, however labeling detected clusters as defective is a challenging task. The Pareto principle states that a small number of modules contain most of the defects. Getting inspired from the Pareto principle, this work proposes a novel, unsupervised learning approach that is based on outlier detection. We hypothesize that defect prone software components have different characteristics when compared to others and can be considered as outliers, therefore outlier detection techniques can be used to identify them. The experiment results on 16 software projects from two publicly available datasets (PROMISE and GitHub) indicate that the k-Nearest Neighbor (KNN) outlier detection method can be used to identify the majority of software defects. It could detect 94% of expected defects at best case and more than 63% of the defects in 75% of the projects. We compare our approach with the state-of-the-art supervised and unsupervised defect prediction approaches. The results of rigorous empirical evaluations indicate that the proposed approach outperforms existing unsupervised models and achieves comparable results with the leading supervised techniques that rely on complex training and tuning algorithms.","2470-6892","978-1-7281-9248-2","10.1109/SCAM51674.2020.00014","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9252071","Defect prediction;unsupervised learning;outlier detection;software metrics;software quality","Training;Software algorithms;Training data;Predictive models;Prediction algorithms;Software;Anomaly detection","pattern classification;software metrics;software reliability;unsupervised learning","software defect prediction models;reliability;software systems;defect prone source code components;development life cycle;supervised machine learning;unsupervised machine learning;supervised defect prediction models;unsupervised defect prediction models;labeled data requirement;detected clusters;Pareto principle states;defect prone software components;outlier detection techniques;software projects;k-Nearest Neighbor outlier detection method;expected defects;unsupervised defect prediction approaches;unsupervised models","","","","67","","11 Nov 2020","","","IEEE","IEEE Conferences"
