Title,Authors,Publisher,Year,Abstract,DOI,Keywords,Citations,Remove - Title
Optimization of solidification in die casting using numerical simulations and machine learning,"Shahane, S; Aluru, N; Ferreira, P; Kapoor, SG; Vanka, SP",JOURNAL OF MANUFACTURING PROCESSES,2020.0,"In this paper, we demonstrate the combination of machine learning and three dimensional numerical simulations for multi-objective optimization of low pressure die casting. The cooling of molten metal inside the mold is achieved typically by passing water through the cooling lines in the die. Depending on the cooling line location, coolant flow rate and die geometry, nonuniform temperatures are imposed on the molten metal at the mold wall. This boundary condition along with the initial molten metal temperature affect the product quality quantified in terms of micro-structure parameters and yield strength. A finite volume based numerical solver is used to determine the temperature-time history and correlate the inputs to outputs. The objective of this research is to develop and demonstrate a procedure to obtain the initial and wall temperatures so as to optimize the product quality. The non-dominated sorting genetic algorithm (NSGA-II) is used for multi-objective optimization in this work. The number of function evaluations required for NSGA-II can be of the order of millions and hence, the finite volume solver cannot be used directly for optimization. Therefore, a multilayer perceptron feed-forward neural network is first trained using the results from the numerical solution of the fluid flow and energy equations and is subsequently used as a surrogate model. As an assessment, simplified versions of the actual problem are designed to first verify results of the genetic algorithm. An innovative local sensitivity based approach is then used to rank the final Pareto optimal solutions and select a single best design.",10.1016/j.jmapro.2020.01.016,Die casting; Deep neural networks; Multi-objective optimization,,
Reduced-Dimensional Gaussian Process Machine Learning for Groundwater Allocation Planning Using Swarm Theory,"Siade, AJ; Cui, T; Karelse, RN; Hampton, C",WATER RESOURCES RESEARCH,2020.0,"Groundwater management and allocation planning involves a rigorous assessment of the performance of operational decisions such as extraction/injection rates on community and environmental objectives. Maximizing performance through numerical optimization can be essential for high-value resources and is often computationally infeasible due to long simulation model run times combined with nonconvex objectives and constraints. In order to mitigate these drawbacks, surrogate models can be used in place of complex models during the optimization process. There exist a number of machine learning techniques that can be used to develop a data-driven surrogate model. However, the curse of dimensionality, common to groundwater management, limits the use of these techniques due to the necessity for large training data sets. Even though it is now possible to handle large data sets, the generation of these data sets themselves remains computationally prohibitive as they require numerous simulations to produce accurate surrogates. In this study, we integrate a dimensionality reduction method using truncated singular value decomposition to reduce the number of decision variables, thereby reducing the size of the training data set needed. Correspondingly, we demonstrate a simple technique for acquiring an approximate minimax Latin Hypercube design from within the subspace. We also implement a novel technique for adaptive resampling through particle swarm optimization in order to maintain accuracy of the surrogate model throughout the optimization process. The resulting accurate surrogate model for the Perth regional aquifer system of Western Australia runs in a matter of seconds. Adopting this approach can produce timely solutions, making formal optimization tractable for practitioners.",10.1029/2019WR026061,,,
Interpreting the optical properties of oxide glasses with machine learning and Shapely additive explanations,"Zaki, M; Venugopal, V; Bhattoo, R; Bishnoi, S; Singh, SK; Allu, AR; Jayadeva; Krishnan, NMA",JOURNAL OF THE AMERICAN CERAMIC SOCIETY,,"Due to their excellent optical properties, glasses are used for various applications ranging from smartphone screens to telescopes. Developing compositions with tailored Abbe number (V-d) and refractive index at 587.6 nm (n(d)), two crucial optical properties, is a major challenge. To this extent, machine learning (ML) approaches have been successfully used to develop composition-property models. However, these models are essentially black boxes in nature and suffer from the lack of interpretability. In this paper, we demonstrate the use of ML models to predict the composition-dependent variations of V-d and n(d). Further, using Shapely additive explanations (SHAP), we interpret the ML models to identify the contribution of each of the input components toward target prediction. We observe that glass formers such as SiO2, B2O3, and P2O5 and intermediates such as TiO2, PbO, and Bi2O3 play a significant role in controlling the optical properties. Interestingly, components contributing toward increasing the n(d) are found to decrease the V-d and vice versa. Finally, we develop the Abbe diagram, using the ML models, allowing accelerated discovery of new glasses for optical properties beyond the experimental pareto front. Overall, employing explainable ML, we predict and interpret the compositional control on the optical properties of oxide glasses.",10.1111/jace.18345,glass; lead-free glass; optical materials; properties; refractive index,,
Machine learning in drying,"Martynenko, A; Misra, NN",DRYING TECHNOLOGY,2020.0,"Although very important for analysis of drying processes, physics-based models are limited in terms of their prediction ability and in most cases are unsuitable for real-time process control and optimization of industrial drying. In this paper, we provide an overview of the machine learning (ML) techniques and the state-of-the-art ML applications in drying of food and biomaterials. The applications include but not limited to data-driven models, nonlinear control and multi-objective optimization. The advantages of integration of ML with machine vision for real-time observation of product quality and fine-tuning control strategies are briefly discussed. Future research should focus on the integration of ML software tools with sensors to measure process and product variables. In addition, the drying research community should contribute towards building of open-source datasets, which is extremely important to leverage the power of ML algorithms. Integration of sensors, process analysis and software engineering will enable the development of intelligent drying systems.",10.1080/07373937.2019.1690502,Intelligence; data; model; optimization; control; food quality,,
Multi-objective Decision in Machine Learning,"de Medeiros, TH; Rocha, HP; Torres, FS; Takahashi, RHC; Braga, AP",JOURNAL OF CONTROL AUTOMATION AND ELECTRICAL SYSTEMS,2017.0,"This work presents a novel approach for decisionmaking for multi-objective binary classification problems. The purpose of the decision process is to select within a set of Pareto-optimal solutions, one model that minimizes the structural risk (generalization error). This new approach utilizes a kind of prior knowledge that, if available, allows the selection of a model that better represents the problem in question. Prior knowledge about the imprecisions of the collected data enables the identification of the region of equivalent solutions within the set of Pareto-optimal solutions. Results for binary classification problems with sets of synthetic and real data indicate equal or better performance in terms of decision efficiency compared to similar approaches.",10.1007/s40313-016-0295-6,Machine learning; Multi-objective optimization; Decision-making; Classification,,
From Conventional to Machine Learning Methods for Maritime Risk Assessment,"Rawson, A; Brito, M; Sabeur, Z; Tran-Thanh, L",TRANSNAV-INTERNATIONAL JOURNAL ON MARINE NAVIGATION AND SAFETY OF SEA TRANSPORTATION,2021.0,"Within the last thirty years, the range and complexity of methodologies proposed to assess maritime risk have increased significantly. Techniques such as expert judgement, incident analysis, geometric models, domain analysis and Bayesian Networks amongst many others have become dominant within both the literature and industry. On top of this, advances in machine learning algorithms and big data have opened opportunities for new methods which might overcome some limitations of conventional approaches. Yet, determining the suitability or validity of one technique over another is challenging as it requires a systematic multicriteria approach to compare the inputs, assumptions, methodologies and results of each method. Within this paper, such an approach is proposed and tested within an isolated waterway in order to justify the proposed advantages of a machine learning approach to maritime risk assessment and should serve as inspiration for future work.",10.12716/1001.15.04.06,,,
An evolutionary generation method of deep neural network sets combined with Gaussian random field,"Zhang, C; Dai, ZF; Liang, XL; Xu, GH; Zhang, CS; Zhang, B",WIRELESS NETWORKS,,"As a research hotspot in the field of machine learning, ensemble learning improved the prediction accuracy of the final model by constructing and combining multiple basic models. In recent years, many experts and scholars are committed to combining deep networks with ensemble learning to improve the accuracy of neural network models in various scenarios and tasks. But not all neural networks are suitable for participating in the construction of ensemble models. Deep networks with ensemble learning require that the single neural network involved in the integration has high accuracy and great discrepancy with other networks. In the initial stage of deep networks with ensemble learning, the process of generating sets of candidate deep networks is first required. After studying an existing multiobjective deep belief networks ensemble (MODBNE) method, the Gaussian random field model is used as a pre-screening strategy in the process of generating the candidate deep network sets. Individuals with great potential for improvement are selected for fitness function evaluation so that a large number of neural network models with higher accuracy and the larger discrepancy between networks can be easily obtained, which effectively improves the quality of the solution and reduces the time consumed in training the neural networks.",10.1007/s11276-021-02677-0,Gaussian random field; Deep neural network; Differential evolution algorithm; Ensemble learning,,
"Mixture optimization for environmental, economical and mechanical objectives in silica fume concrete: A novel frame-work based on machine learning and a new meta-heuristic algorithm","Zhang, JF; Huang, YM; Ma, GW; Nener, B",RESOURCES CONSERVATION AND RECYCLING,2021.0,"Partial replacement of cement by silica fume in concrete provides advantages such as mitigation of the impact on the environment of carbon dioxide emitted during cement production, recycling of industrial by-products and improvement of concrete strength and durability. The optimization of the mixture of silica fume concrete (SFC) requires trade-off among multiple objectives (strength, cost and embodied CO2) and consideration of a large number of variables under highly nonlinear constraints. Obtaining the Pareto front of this multi-objective optimization (MOO) problem is computationally expensive. To address this issue, the present study develops a MOO model using machine learning (ML) techniques and a new meta-heuristic algorithm. Firstly, the relationships between components and SFC properties are modelled on a dataset using a back propagation neural network (BPNN) model. Then an individual-intelligence-based multi-objective beetle antennae search algorithm (MOBAS) is developed to search for optimal SFC mixtures that maximize UCS, and minimize cost and embodied CO2 under defined constraints. Results indicate that the proposed MOBAS is more computationally efficient with satisfactory accuracy in comparison with algorithms based on swarm intelligence. The MOO model achieves reliable predictions for UCS with a very high correlation coefficient (0.9663) on the test set. The Pareto front of optimal SFC mixture proportions of the MOO problem is successfully obtained using the proposed model. The proposed frame-work improves the efficiency in SFC mixture optimization and can facilitate appropriate decision making before construction.",10.1016/j.resconrec.2021.105395,Silica fume concrete; Mixture design; Multi-objective optimization; Uniaxial compressive strength; Cost; Carbon dioxide,,
Probabilistic dynamic security assessment of large power systems using machine learning algorithms,"Jafarzadeh, S; Genc, VMI",TURKISH JOURNAL OF ELECTRICAL ENGINEERING AND COMPUTER SCIENCES,2018.0,"Due to extensive utilization of intermittent energy sources in recent years, deterministic approaches cannot provide an accurate security assessment for power systems under large uncertainties. Therefore, probabilistic approaches have become crucial for making decisions based on more reliable assessments. In this paper, a new method based on machine learning and proper sampling techniques is proposed to overcome the difficulties of the conventional Monte Carlo approaches used in power system security assessment. The main purpose of the proposed method is to accurately quantify the dynamic security related risk at a forecasted operating condition of a power system utilizing a large number of intermittent energy sources, e.g., wind, which greatly extends the uncertainties in its operation. This is achieved through the proposed method, which captures an accurate probability distribution of the system's dynamic performance associated with both transient and small-signal angle stability. The accuracy of the fitted distribution is attained by adopting a generalized Pareto (GP) distribution for the left-tailed region that includes severe and rare cases using a multilayered perceptron neural network with the Relief feature selection technique, which speeds up the exceedance sample generation process required for the GP distribution. The Latin hypercube sampling technique, which samples the search space evenly, is proposed to create a dataset for training the neural network. To generate the Monte Carlo instances, the Gibbs sampling approach, which considers the correlation between random variables besides its simplicity, is utilized.",10.3906/elk-1709-247,Power system stability; probabilistic security assessment; power system security; neural networks; feature selection,,
Mapping membrane activity in undiscovered peptide sequence space using machine learning,"Lee, EY; Fulan, BM; Wong, GCL; Ferguson, AL",PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2016.0,"There are some similar to 1,100 known antimicrobial peptides (AMPs), which permeabilize microbial membranes but have diverse sequences. Here, we develop a support vector machine (SVM)-based classifier to investigate.-helical AMPs and the interrelated nature of their functional commonality and sequence homology. SVM is used to search the undiscovered peptide sequence space and identify Pareto-optimal candidates that simultaneously maximize the distance sigma from the SVM hyperplane (thus maximize its antimicrobialness) and alpha-helicity, but minimize mutational distance to known AMPs. By calibrating SVM machine learning results with killing assays and small-angle X-ray scattering (SAXS), we find that the SVM metric sigma correlates not with a peptide's minimum inhibitory concentration (MIC), but rather its ability to generate negative Gaussian membrane curvature. This surprising result provides a topological basis for membrane activity common to AMPs. Moreover, we highlight an important distinction between the maximal recognizability of a sequence to a trained AMP classifier (its ability to generate membrane curvature) and its maximal antimicrobial efficacy. As mutational distances are increased from known AMPs, we find AMP-like sequences that are increasingly difficult for nature to discover via simple mutation. Using the sequence map as a discovery tool, we find a unexpectedly diverse taxonomy of sequences that are just as membrane-active as known AMPs, but with a broad range of primary functions distinct from AMP functions, including endogenous neuropeptides, viral fusion proteins, topogenic peptides, and amyloids. The SVM classifier is useful as a general detector of membrane activity in peptide sequences.",10.1073/pnas.1609893113,machine learning; membrane curvature; membrane permeation; antimicrobial peptides; cell-penetrating peptides,,
Machine Learning Methods Applied for Modeling the Process of Obtaining Bricks Using Silicon-Based Materials,"Anton, C; Curteanu, S; Lisa, C; Leon, F",MATERIALS,2021.0,"Most of the time, industrial brick manufacture facilities are designed and commissioned for a particular type of manufacture mix and a particular type of burning process. Productivity and product quality maintenance and improvement is a challenge for process engineers. Our paper aims at using machine learning methods to evaluate the impact of adding new auxiliary materials on the amount of exhaust emissions. Experimental determinations made in similar conditions enabled us to build a database containing information about 121 brick batches. Various models (artificial neural networks and regression algorithms) were designed to make predictions about exhaust emission changes when auxiliary materials are introduced into the manufacture mix. The best models were feed-forward neural networks with two hidden layers, having MSE < 0.01 and r(2) > 0.82 and, as regression model, kNN with error < 0.6. Also, an optimization procedure, including the best models, was developed in order to determine the optimal values for the parameters that assure the minimum quantities for the gas emission. The Pareto front obtained in the multi-objective optimization conducted with grid search method allows the user the chose the most convenient values for the dry product mass, clay, ash and organic raw materials which minimize gas emissions with energy potential.",10.3390/ma14237232,machine learning; neural networks; random forest; bricks; influence of additives,,
Evolutionary deep learning: A survey,"Zhan, ZH; Li, JY; Zhang, J",NEUROCOMPUTING,2022.0,"As an advanced artificial intelligence technique for solving learning problems, deep learning (DL) has achieved great success in many real-world applications and attracted increasing attention in recent years. However, as the performance of DL depends on many factors such as the architecture and hyperparameters, how to optimize DL has become a hot research topic in the field of DL and artificial intelligence. Evolutionary computation (EC), including evolutionary algorithm and swarm intelligence, is a kind of efficient and intelligent optimization methodology inspired by the mechanisms of biological evolution and behaviors of swarm organisms. Therefore, a large number of researches have proposed EC algorithms to optimize DL, so called evolutionary deep learning (EDL), which have obtained promising results. Given the great progress and rapid development of EDL in recent years, it is quite necessary to review these developments in order to summarize previous research experiences and knowledge, as well as provide references to benefit the development of more researches and applications. For this aim, this paper categorizes existing works in a two-level taxonomy. The higher level includes four categories based on when the EC can be adopted in optimizing the DL, which are the four procedures of the whole DL lifetime, including data processing, model search, model training, and model evaluation and utilization. In the lower level, related works in each category are further classified according to the functionality and the aim of using EC in the corresponding DL procedure, i.e., why using EC in this DL procedure. As a result, the taxonomy can clearly show how an EC algorithm can be used to optimize and improve DL. Moreover, this survey also discusses the potential research directions to provide the prospect of EDL in the future. (c) 2022 Published by Elsevier B.V.",10.1016/j.neucom.2022.01.099,Deep learning; Evolutionary computation; Evolutionary algorithm; Swarm intelligence; Evolutionary deep learning; Artificial intelligence,,
Buckling of laminated composite skew plate using FEM and machine learning methods,"Mishra, BB; Kumar, A; Samui, P; Roshni, T",ENGINEERING COMPUTATIONS,2021.0,"Purpose The purpose of this paper is to attempt the buckling analysis of a laminated composite skew plate using the C(0)finite element (FE) model based on higher-order shear deformation theory (HSDT) in conjunction with minimax probability machine regression (MPMR) and multivariate adaptive regression spline (MARS). Design/methodology/approach HSDT considers the third-order variation of in-plane displacements which eliminates the use of shear correction factor owing to realistic parabolic transverse shear stresses across the thickness coordinate. At the top and bottom of the plate, zero transverse shear stress condition is imposed. C0FE model based on HSDT is developed and coded in formula translation (FORTRAN). FE model is validated and found efficient to create new results. MPMR and MARS models are coded in MATLAB. Using skew angle (alpha), stacking sequence (Ai) and buckling strength (Y) as input parameters, a regression problem is formulated using MPMR and MARS to predict the buckling strength of laminated composite skew plates. Findings The results of the MPMR and MARS models are in good agreement with the FE model result. MPMR is a better tool than MARS to analyze the buckling problem. Research limitations/implications The present work considers the linear behavior of the laminated composite skew plate. Originality/value To the authors' best of knowledge, there is no work in the literature on the buckling analysis of a laminated composite skew plate using C0FE formulation based on third-order shear deformation theory in conjunction with MPMR and MARS. These machine-learning techniques increase efficiency, reduce the computational time and reduce the cost of analysis. Further, an equation is generated with the MARS model via which the buckling strength of the laminated composite skew plate can be predicted with ease and simplicity.",10.1108/EC-08-2019-0346,FEM; Regression; Buckling; Composite laminate; MARS; MPMR; Skew,,
The discernible and hidden effects of clonality on the genotypic and genetic states of populations: Improving our estimation of clonal rates,"Stoeckel, S; Porro, B; Arnaud-Haond, S",MOLECULAR ECOLOGY RESOURCES,2021.0,"Partial clonality is widespread across the tree of life, but most population genetic models are designed for exclusively clonal or sexual organisms. This gap hampers our understanding of the influence of clonality on evolutionary trajectories and the interpretation of population genetic data. We performed forward simulations of diploid populations at increasing rates of clonality (c), analysed their relationships with genotypic (clonal richness, R, and distribution of clonal sizes, Pareto beta) and genetic (F-IS and linkage disequilibrium) indices, and tested predictions of c from population genetic data through supervised machine learning. Two complementary behaviours emerged from the probability distributions of genotypic and genetic indices with increasing c. While the impact of c on R and Pareto beta was easily described by simple mathematical equations, its effects on genetic indices were noticeable only at the highest levels (c > 0.95). Consequently, genotypic indices allowed reliable estimates of c, while genetic descriptors led to poorer performances when c < 0.95. These results provide clear baseline expectations for genotypic and genetic diversity and dynamics under partial clonality. Worryingly, however, the use of realistic sample sizes to acquire empirical data systematically led to gross underestimates (often of one to two orders of magnitude) of c, suggesting that many interpretations hitherto proposed in the literature, mostly based on genotypic richness, should be reappraised. We propose future avenues to derive realistic confidence intervals for c and show that, although still approximate, a supervised learning method would greatly improve the estimation of c from population genetic data.",10.1111/1755-0998.13316,F-statistics; genotypic diversity; population genetics; rates of clonality; sampling,,
A machine-learning based memetic algorithm for the multi-objective permutation flowshop scheduling problem,"Wang, XP; Tang, LX",COMPUTERS & OPERATIONS RESEARCH,2017.0,"In recent years, the historical data during the search process of evolutionary algorithms has received increasing attention from many researchers, and some hybrid evolutionary algorithms with machine-learning have been proposed. However, the majority of the literature is centered on continuous problems with a single optimization objective. There are still a lot of problems to be handled for multi-objective combinatorial optimization problems. Therefore, this paper proposes a machite-learning based multi-objective memetic algorithm (ML-MOMA) for the discrete permutation flowshop scheduling problem. There are two main features in the proposed ML-MOMA. First, each solution is assigned with an individual archive to store the non-dominated solutions found by it and based on these individual archives a new population update method is presented. Second, an adaptive multi-objective local search is developed, in which the analysis of historical data accumulated during the search process is used to adaptively determine which non-dominated solutions should be selected for local search and how the local search should be applied. Computational results based on benchmark problems show that the cooperation of the above two features can help to achieve a balance between evolutionary global search and local search. In addition, many of the best known Pareto fronts for these benchmark problems in the literature can be improved by the proposed ML-MOMA.",10.1016/j.cor.2016.10.003,Multi-objective permutation flowshop scheduling; Memetic algorithm; Data analysis,,
A Comparative Evaluation of Supervised Machine Learning Classification Techniques for Engineering Design Applications,"Sharpe, C; Wiest, T; Wang, PF; Seepersad, CC",JOURNAL OF MECHANICAL DESIGN,2019.0,"Supervised machine learning techniques have proven to be effective tools for engineering design exploration and optimization applications, in which they are especially useful for mapping promising or feasible regions of the design space. The design space mappings can be used to inform early-stage design exploration, provide reliability assessments, and aid convergence in multiobjective or multilevel problems that require collaborative design teams. However, the accuracy of the mappings can vary based on problem factors such as the number of design variables, presence of discrete variables, multimodality of the underlying response function, and amount of training data available. Additionally, there are several useful machine learning algorithms available, and each has its own set of algorithmic hyperparameters that significantly affect accuracy and computational expense. This work elucidates the use of machine learning for engineering design exploration and optimization problems by investigating the performance of popular classification algorithms on a variety of example engineering optimization problems. The results are synthesized into a set of observations to provide engineers with intuition for applying these techniques to their own problems in the future, as well as recommendations based on problem type to aid engineers in algorithm selection and utilization.",10.1115/1.4044524,design automation; simulation-based design; classifiers; machine learning; design exploration,,
Efficient Resource-Aware Convolutional Neural Architecture Search for Edge Computing with Pareto-Bayesian Optimization,"Yang, Z; Zhang, SB; Li, RX; Li, CX; Wang, M; Wang, DH; Zhang, M",SENSORS,2021.0,"With the development of deep learning technologies and edge computing, the combination of them can make artificial intelligence ubiquitous. Due to the constrained computation resources of the edge device, the research in the field of on-device deep learning not only focuses on the model accuracy but also on the model efficiency, for example, inference latency. There are many attempts to optimize the existing deep learning models for the purpose of deploying them on the edge devices that meet specific application requirements while maintaining high accuracy. Such work not only requires professional knowledge but also needs a lot of experiments, which limits the customization of neural networks for varied devices and application scenarios. In order to reduce the human intervention in designing and optimizing the neural network structure, multi-objective neural architecture search methods that can automatically search for neural networks featured with high accuracy and can satisfy certain hardware performance requirements are proposed. However, the current methods commonly set accuracy and inference latency as the performance indicator during the search process, and sample numerous network structures to obtain the required neural network. Lacking regulation to the search direction with the search objectives will generate a large number of useless networks during the search process, which influences the search efficiency to a great extent. Therefore, in this paper, an efficient resource-aware search method is proposed. Firstly, the network inference consumption profiling model for any specific device is established, and it can help us directly obtain the resource consumption of each operation in the network structure and the inference latency of the entire sampled network. Next, on the basis of the Bayesian search, a resource-aware Pareto Bayesian search is proposed. Accuracy and inference latency are set as the constraints to regulate the search direction. With a clearer search direction, the overall search efficiency will be improved. Furthermore, cell-based structure and lightweight operation are applied to optimize the search space for further enhancing the search efficiency. The experimental results demonstrate that with our method, the inference latency of the searched network structure reduced 94.71% without scarifying the accuracy. At the same time, the search efficiency increased by 18.18%.",10.3390/s21020444,edge computing; neural architecture search; latency profiling model; Pareto-Bayesian optimization,,
Applying Deep Learning to the Heat Production Planning Problem in a District Heating System,"Lee, D; Yoon, SM; Lee, J; Kim, K; Song, SH",ENERGIES,2020.0,"District heating system is designed to minimize energy consumption and environmental pollution by employing centralized production facilities connected to demand regions. Traditionally, optimization based algorithms were applied to the heat production planning problem in the district heating systems. Optimization-based models provide near optimal solutions, while it takes a while to generate solutions due to the characteristics of the underlying solution mechanism. When prompt re-planning due to any parameter changes is necessary, the traditional approaches might be inefficient to generate modified solutions quickly. In this study, we developed a two-phase solution mechanism, where deep learning algorithm is applied to learn optimal production patterns from optimization module. In the first training phase, the optimization module generates optimal production plans for the input scenarios derived from operations history, which are provided to the deep learning module for training. In the second planning phase, the deep learning module with trained parameters predicts production plan for the test scenarios. The computational experiments show that after the training process is completed, it has the characteristic of quickly deriving results appropriate to the situation. By combining optimization and deep learning modules in a solution framework, it is expected that the proposed algorithm could be applied to online optimization of district heating systems.",10.3390/en13246641,district heating; optimization; deep learning; planning; heat production,,
A wind speed interval prediction system based on multi-objective optimization for machine learning method,"Li, RR; Jin, Y",APPLIED ENERGY,2018.0,"Accurate forecast of wind speed is the first prerequisite to supply high quality power energy to customer in a secure and economic manner. However, traditional point forecast may not be sufficiently reliable and accurate for decision-makers to perform operational strategies purely when the uncertainty level increases. For the sake of quantifying the uncertainty associated with point predictions, it is necessary to conduct interval prediction to provide reliable and accurate wind speed information. In this work, a hybrid model framework based on combinatorial modules was proposed and successfully adopted to construct the prediction intervals of the future wind speed. Feature selection methods are developed to determine the most suitable modes of original time series and the optimal input form of the model, while the optimization forecasting module is applied to model the wind speed series based on the machine learning method and the multi-objective optimization algorithm, then the compromise solution of Pareto front is chosen by Min-max method. Finally, the proposed combined model was investigated via the hourly wind speed data from two different periods in Penglai, China. Besides, the study's experimental results indicated that the prediction intervals generated perform well and are satisfactory in both criterion functions of high coverage and small width through discussion among single-objective models and other multi-objective models (signal pre-processing method comparison included).",10.1016/j.apenergy.2018.07.032,Wind speed forecasting; Prediction intervals; Multi-objective optimization; Least squares support vector machines; Feature selection,,
A comprehensive techno-eco-assessment of CO2 enhanced oil recovery projects using a machine-learning assisted workflow,"You, JY; Ampomah, W; Morgan, A; Sun, Q; Huang, XL",INTERNATIONAL JOURNAL OF GREENHOUSE GAS CONTROL,2021.0,"Carbon dioxide enhanced oil recovery (CO2-EOR) projects not only extract residual oil but also sequestrate CO2 in the depleted reservoirs. This study develops a machine-learning-based workflow to co-optimize the hydrocarbon recovery, CO2 sequestration volume and project net present value (NPV) simultaneously. Considering the trade-off relationships among the objective functions, support vector regression with Gaussian kernel (Gaussian-SVR) proxies are coupled with multi-objective particle swarm optimization (PSO) protocol and generate Pareto optimal solutions. Taking advantage of the high computational efficacy of the proxy model, economic uncertainties introduced by tax credits, capital costs and oil price are investigated by this study. The results indicate that the tax incentive policy (Section 45Q) plays a vital role in enhancing the economic returns of CO2-EOR projects, especially under the depression of crude oil market. The proposed workflow has been successfully implemented to optimize a water alternative CO2 (CO2-WAG) injection project in a depleted oil sand in the US. The optimization results yield an incremental oil production of 15.8 MM STB and 1.37 MM metric tons of CO2 storage in a 20-year development strategy, with the highest project NPV to be 205.6 MM US dollars.",10.1016/j.ijggc.2021.103480,CCUS; CO2-EOR; Multi-objective optimization; Economics assessment; Machine learning,,
"2L(2), a simple reinforcement learning scheme for two-player zero-sum Markov games","Frenay, B; Saerens, M",NEUROCOMPUTING,2009.0,"Markov games is a framework which can be used to formalise n-agent reinforcement learning (RL). Littman (Markov games as a framework for multi-agent reinforcement learning, in: Proceedings of the 11th International Conference on Machine Learning (ICML-94), 1994.) uses this framework to model two-agent zero-sum problems and, within this context, proposes the minimax-Q algorithm. This paper reviews RL algorithms for two-player zero-sum Markov games and introduces a new, simple, fast. algorithm, called 2L(2).2L(2) is compared to several standard algorithms (Q-learning, Minimax and minimax-Q) implemented with the)ash library written in Python. The experiments show that 222 converges empirically to optimal mixed policies, as minimax-Q, but uses a surprisingly simple and cheap updating rule. (C) 2009 Elsevier B.V. All rights reserved.",10.1016/j.neucom.2008.12.022,Reinforcement learning; Q-Learning; Markov games; Two-player zero-sum games; Multi-agent,,
Technical note: Interpolated Pareto surface similarity metrics for multi-criteria optimization in radiation therapy,"Jensen, PJ; Zhang, JH; Wu, QJ",MEDICAL PHYSICS,2020.0,"Purpose There is a strong clinical need to evaluate different multi-criteria optimization (MCO) algorithms, including inverse optimization sampling algorithms and machine learning-based predictions. This study aims to develop and compare several interpolated Pareto surface similarity metrics. Materials and methods The first metric is the root-mean-square error (RMSE) evaluated between vertices on the interpolated surfaces, augmented by intra-simplex sampling of the barycentric coordinates of the surfaces' simplicial complexes. The second metric is the average projected distance (APD), which evaluates the displacements between the vertices and computes their projections along the mean displacement. The third metric is the average nearest-point distance (ANPD), which numerically integrates point-to-simplex distances over the sampled simplices of the interpolated surfaces. These metrics were compared by their convergence rates, the times required to achieve convergence, and their representation of the underlying surface interpolations. For analysis, several interpolated Pareto surface pairs were constructed abstractly, with one pair from a nasopharyngeal treatment planning case using MCO. Results Convergence within 1% is typically achieved at approximately 50 and 80 samples per barycentric dimension for the RMSE and the ANPD, respectively. Calculation requires approximately 1 and 10 ms to achieve convergence for the RMSE and the ANPD in two dimensions, respectively, while the APD always requires < 1 ms. These time costs are much higher in higher dimensions for just the RMSE and ANPD. The APD values more closely approximated the ANPD limits than the RMSE limits. Conclusion The ANPD's formulation and generality make it likely more meaningful than the RMSE and APD for representing the similarity between the underlying interpolated surfaces rather than the sampling points on the surfaces. However, in situations requiring high-speed evaluations, the APD may be more desirable due to its speed, independence from a subjectively chosen sampling rate, and similarity to the ANPD limits.",10.1002/mp.14541,artificial intelligence; machine learning; multi&#8208; criteria optimization; Pareto surface; radiation therapy,,
An efficient primal dual prox method for non-smooth optimization,"Yang, TB; Mahdavi, M; Jin, R; Zhu, SH",MACHINE LEARNING,2015.0,"We study the non-smooth optimization problems in machine learning, where both the loss function and the regularizer are non-smooth functions. Previous studies on efficient empirical loss minimization assume either a smooth loss function or a strongly convex regularizer, making them unsuitable for non-smooth optimization. We develop a simple yet efficient method for a family of non-smooth optimization problems where the dual form of the loss function is bilinear in primal and dual variables. We cast a non-smooth optimization problem into a minimax optimization problem, and develop a primal dual prox method that solves the minimax optimization problem at a rate of assuming that the proximal step can be efficiently solved, significantly faster than a standard subgradient descent method that has an convergence rate. Our empirical studies verify the efficiency of the proposed method for various non-smooth optimization problems that arise ubiquitously in machine learning by comparing it to the state-of-the-art first order methods.",10.1007/s10994-014-5436-1,Non-smooth optimization; Primal dual method; Convergence rate; Sparsity; Efficiency,,
